energy_kev tbabs_nh0.101_model_model tbabs_nh0.101_model_y
0.759 0.7229041753 0.7229041753
0.761 0.7246288729 0.7246288729
0.763 0.7263409922 0.7263409922
0.765 0.7280406375 0.7280406375
0.767 0.7297278839 0.7297278839
0.769 0.7314028136 0.7314028136
0.771 0.7330655318 0.7330655318
0.773 0.7347161166 0.7347161166
0.775 0.7363546783 0.7363546783
0.777 0.7379812942 0.7379812942
0.779 0.739596033 0.739596033
0.781 0.7411990007 0.7411990007
0.783 0.7427902895 0.7427902895
0.785 0.7443699878 0.7443699878
0.787 0.7459381743 0.7459381743
0.789 0.7474949274 0.7474949274
0.791 0.749040339 0.749040339
0.793 0.7505744839 0.7505744839
0.795 0.7520805346 0.7520805346
0.797 0.7535432502 0.7535432502
0.799 0.7549473072 0.7549473072
0.801 0.7563413901 0.7563413901
0.803 0.7577585272 0.7577585272
0.805 0.759165841 0.759165841
0.807 0.7605633925 0.7605633925
0.809 0.7619512326 0.7619512326
0.811 0.7633294483 0.7633294483
0.813 0.7646981156 0.7646981156
0.815 0.7660573115 0.7660573115
0.817 0.7674070848 0.7674070848
0.819 0.7687475029 0.7687475029
0.821 0.7700786551 0.7700786551
0.823 0.7714005974 0.7714005974
0.825 0.7727134056 0.7727134056
0.827 0.7740171456 0.7740171456
0.829 0.7753118652 0.7753118652
0.831 0.7765976436 0.7765976436
0.833 0.7778745527 0.7778745527
0.835 0.779142663 0.779142663
0.837 0.780402034 0.780402034
0.839 0.7816527195 0.7816527195
0.841 0.7828947953 0.7828947953
0.843 0.7841283341 0.7841283341
0.845 0.7853533854 0.7853533854
0.847 0.7865700014 0.7865700014
0.849 0.7877782562 0.7877782562
0.851 0.7889782204 0.7889782204
0.853 0.7901699584 0.7901699584
0.855 0.7913535219 0.7913535219
0.857 0.7910289125 0.7910289125
0.859 0.7907005342 0.7907005342
0.861 0.7918645656 0.7918645656
0.863 0.7930206945 0.7930206945
0.865 0.7934386348 0.7934386348
0.867 0.7923447924 0.7923447924
0.869 0.7838874255 0.7838874255
0.871 0.7770884642 0.7770884642
0.873 0.7783287492 0.7783287492
0.875 0.7790754982 0.7790754982
0.877 0.7798155718 0.7798155718
0.879 0.7809740761 0.7809740761
0.881 0.7821252109 0.7821252109
0.883 0.7832690361 0.7832690361
0.885 0.7844055965 0.7844055965
0.887 0.785534924 0.785534924
0.889 0.7866570799 0.7866570799
0.891 0.7877721236 0.7877721236
0.893 0.7888800979 0.7888800979
0.895 0.7899810456 0.7899810456
0.897 0.7910750085 0.7910750085
0.899 0.7921620471 0.7921620471
0.901 0.7932422138 0.7932422138
0.903 0.794315543 0.794315543
0.905 0.795382084 0.795382084
0.907 0.7964418891 0.7964418891
0.909 0.7974950038 0.7974950038
0.911 0.7985414685 0.7985414685
0.913 0.7995813321 0.7995813321
0.915 0.800614646 0.800614646
0.917 0.8016414527 0.8016414527
0.919 0.80266179 0.80266179
0.921 0.8036757051 0.8036757051
0.923 0.8046832571 0.8046832571
0.925 0.8056844738 0.8056844738
0.927 0.806679394 0.806679394
0.929 0.8076680771 0.8076680771
0.931 0.8086505561 0.8086505561
0.933 0.8096268817 0.8096268817
0.935 0.8105970929 0.8105970929
0.937 0.8115612274 0.8115612274
0.939 0.8125149665 0.8125149665
0.941 0.8134627146 0.8134627146
0.943 0.8144089096 0.8144089096
0.945 0.8153491883 0.8153491883
0.947 0.8162835959 0.8162835959
0.949 0.81721219 0.81721219
0.951 0.8181350016 0.8181350016
0.953 0.8190520706 0.8190520706
0.955 0.819963436 0.819963436
0.957 0.8208691313 0.8208691313
0.959 0.8217692049 0.8217692049
0.961 0.8226636908 0.8226636908
0.963 0.8235526404 0.8235526404
0.965 0.8244360861 0.8244360861
0.967 0.8253140509 0.8253140509
0.969 0.8261865845 0.8261865845
0.971 0.827053719 0.827053719
0.973 0.8279155095 0.8279155095
0.975 0.8287719797 0.8287719797
0.977 0.8296231572 0.8296231572
0.979 0.8304690943 0.8304690943
0.981 0.8313098283 0.8313098283
0.983 0.8321453879 0.8321453879
0.985 0.8329758125 0.8329758125
0.987 0.8338011367 0.8338011367
0.989 0.8346213901 0.8346213901
0.991 0.8354366137 0.8354366137
0.993 0.8362468509 0.8362468509
0.995 0.8370521229 0.8370521229
0.997 0.8378524559 0.8378524559
0.999 0.8386479069 0.8386479069
1.001 0.8394385073 0.8394385073
1.003 0.8402242755 0.8402242755
1.005 0.8410052541 0.8410052541
1.007 0.8417814776 0.8417814776
1.009 0.8425529691 0.8425529691
1.011 0.8433197754 0.8433197754
1.013 0.8440819274 0.8440819274
1.015 0.8448394436 0.8448394436
1.017 0.8455923655 0.8455923655
1.019 0.8463407301 0.8463407301
1.021 0.8470845621 0.8470845621
1.023 0.8477662209 0.8477662209
1.025 0.8484434484 0.8484434484
1.027 0.8491740667 0.8491740667
1.029 0.8499002806 0.8499002806
1.031 0.8506221208 0.8506221208
1.033 0.8513396106 0.8513396106
1.035 0.8520527821 0.8520527821
1.037 0.8527616713 0.8527616713
1.039 0.8534662999 0.8534662999
1.041 0.8541667031 0.8541667031
1.043 0.8548629075 0.8548629075
1.045 0.8555549401 0.8555549401
1.047 0.8562428341 0.8562428341
1.049 0.8569266193 0.8569266193
1.051 0.8576063238 0.8576063238
1.053 0.8582819688 0.8582819688
1.055 0.858953579 0.858953579
1.057 0.8596211919 0.8596211919
1.059 0.8602848333 0.8602848333
1.061 0.8609445344 0.8609445344
1.063 0.8616003177 0.8616003177
1.065 0.8622522054 0.8622522054
1.067 0.8629002316 0.8629002316
1.069 0.8635444195 0.8635444195
1.071 0.8641847946 0.8641847946
1.073 0.8648213846 0.8648213846
1.075 0.8654542185 0.8654542185
1.077 0.8660833144 0.8660833144
1.079 0.8665732711 0.8665732711
1.081 0.8670598 0.8670598
1.083 0.8676785281 0.8676785281
1.085 0.8682936226 0.8682936226
1.087 0.8689051043 0.8689051043
1.089 0.8695130033 0.8695130033
1.091 0.8701173457 0.8701173457
1.093 0.8707181543 0.8707181543
1.095 0.8713154517 0.8713154517
1.097 0.8719092588 0.8719092588
1.099 0.8724996038 0.8724996038
1.101 0.8730865134 0.8730865134
1.103 0.8736700078 0.8736700078
1.105 0.8742501081 0.8742501081
1.107 0.8748268377 0.8748268377
1.109 0.8754002195 0.8754002195
1.111 0.8759702809 0.8759702809
1.113 0.8765370427 0.8765370427
1.115 0.8771005199 0.8771005199
1.117 0.8776607392 0.8776607392
1.119 0.8782177223 0.8782177223
1.121 0.8787714976 0.8787714976
1.123 0.8793220841 0.8793220841
1.125 0.879869495 0.879869495
1.127 0.880413756 0.880413756
1.129 0.8809548914 0.8809548914
1.131 0.8814929235 0.8814929235
1.133 0.8820278718 0.8820278718
1.135 0.88255975 0.88255975
1.137 0.8830885824 0.8830885824
1.139 0.8836143955 0.8836143955
1.141 0.8841372063 0.8841372063
1.143 0.884657034 0.884657034
1.145 0.8851738975 0.8851738975
1.147 0.8856878158 0.8856878158
1.149 0.8861988133 0.8861988133
1.151 0.8867069089 0.8867069089
1.153 0.8872121152 0.8872121152
1.155 0.8877144564 0.8877144564
1.157 0.8882139529 0.8882139529
1.159 0.8887106242 0.8887106242
1.161 0.8892044871 0.8892044871
1.163 0.8896955561 0.8896955561
1.165 0.8901838563 0.8901838563
1.167 0.8906694045 0.8906694045
1.169 0.8911522181 0.8911522181
1.171 0.891632318 0.891632318
1.173 0.8921097164 0.8921097164
1.175 0.892584431 0.892584431
1.177 0.893056488 0.893056488
1.179 0.8935259036 0.8935259036
1.181 0.8939926855 0.8939926855
1.183 0.8944568589 0.8944568589
1.185 0.8949184426 0.8949184426
1.187 0.8953774506 0.8953774506
1.189 0.8958339 0.8958339
1.191 0.896287805 0.896287805
1.193 0.8967391882 0.8967391882
1.195 0.8971880614 0.8971880614
1.197 0.8976344395 0.8976344395
1.199 0.8980783484 0.8980783484
1.201 0.8985198021 0.8985198021
1.203 0.898958803 0.898958803
1.205 0.8993953777 0.8993953777
1.207 0.8998295447 0.8998295447
1.209 0.9002613156 0.9002613156
1.211 0.9006907081 0.9006907081
1.213 0.9011177339 0.9011177339
1.215 0.9015424153 0.9015424153
1.217 0.9019647636 0.9019647636
1.219 0.9023847919 0.9023847919
1.221 0.9028025192 0.9028025192
1.223 0.9032179555 0.9032179555
1.225 0.903631118 0.903631118
1.227 0.9040420233 0.9040420233
1.229 0.904450687 0.904450687
1.231 0.9048571242 0.9048571242
1.233 0.9052613405 0.9052613405
1.235 0.9056633581 0.9056633581
1.237 0.906063194 0.906063194
1.239 0.9064608562 0.9064608562
1.241 0.9068563584 0.9068563584
1.243 0.9072497169 0.9072497169
1.245 0.9076409503 0.9076409503
1.247 0.9080300653 0.9080300653
1.249 0.908417075 0.908417075
1.251 0.908802 0.908802
1.253 0.9091848483 0.9091848483
1.255 0.9095656311 0.9095656311
1.257 0.9099443674 0.9099443674
1.259 0.9103210692 0.9103210692
1.261 0.9106957486 0.9106957486
1.263 0.9110684165 0.9110684165
1.265 0.9114390837 0.9114390837
1.267 0.9118077707 0.9118077707
1.269 0.9121744914 0.9121744914
1.271 0.9125392496 0.9125392496
1.273 0.9129020577 0.9129020577
1.275 0.913262932 0.913262932
1.277 0.9136218857 0.9136218857
1.279 0.9139789339 0.9139789339
1.281 0.9143340815 0.9143340815
1.283 0.9146873449 0.9146873449
1.285 0.9150387385 0.9150387385
1.287 0.9153882656 0.9153882656
1.289 0.9157359484 0.9157359484
1.291 0.9160817941 0.9160817941
1.293 0.9164258074 0.9164258074
1.295 0.9167680081 0.9167680081
1.297 0.9171084074 0.9171084074
1.299 0.9174470144 0.9174470144
1.301 0.91778384 0.91778384
1.303 0.9181188967 0.9181188967
1.305 0.9184521963 0.9184521963
1.307 0.9187837489 0.9187837489
1.309 0.9191135659 0.9191135659
1.311 0.9171506833 0.9171506833
1.313 0.9152026167 0.9152026167
1.315 0.9155411333 0.9155411333
1.317 0.915877916 0.915877916
1.319 0.9162129749 0.9162129749
1.321 0.9165463099 0.9165463099
1.323 0.9168779354 0.9168779354
1.325 0.9172078643 0.9172078643
1.327 0.9175361132 0.9175361132
1.329 0.9178626844 0.9178626844
1.331 0.9181875826 0.9181875826
1.333 0.9185108282 0.9185108282
1.335 0.9188324269 0.9188324269
1.337 0.9191523933 0.9191523933
1.339 0.919470736 0.919470736
1.341 0.9197874571 0.9197874571
1.343 0.9201025731 0.9201025731
1.345 0.920416092 0.920416092
1.347 0.9207280264 0.9207280264
1.349 0.9210383865 0.9210383865
1.351 0.9213471738 0.9213471738
1.353 0.9216544056 0.9216544056
1.355 0.9219600919 0.9219600919
1.357 0.9222642377 0.9222642377
1.359 0.9225668544 0.9225668544
1.361 0.9228679494 0.9228679494
1.363 0.9231675332 0.9231675332
1.365 0.9234656147 0.9234656147
1.367 0.9237622054 0.9237622054
1.369 0.9240573114 0.9240573114
1.371 0.9243509389 0.9243509389
1.373 0.924643102 0.924643102
1.375 0.9249338067 0.9249338067
1.377 0.9252230663 0.9252230663
1.379 0.9255108861 0.9255108861
1.381 0.9257972691 0.9257972691
1.383 0.9260822331 0.9260822331
1.385 0.9263657854 0.9263657854
1.387 0.9266479309 0.9266479309
1.389 0.9269286752 0.9269286752
1.391 0.9272080297 0.9272080297
1.393 0.9274860051 0.9274860051
1.395 0.9277626074 0.9277626074
1.397 0.9280378495 0.9280378495
1.399 0.9283117355 0.9283117355
1.401 0.9285842692 0.9285842692
1.403 0.928855462 0.928855462
1.405 0.9291253211 0.9291253211
1.407 0.9293938609 0.9293938609
1.409 0.9296610854 0.9296610854
1.411 0.9299269951 0.9299269951
1.413 0.9301916066 0.9301916066
1.415 0.9304549252 0.9304549252
1.417 0.9307169573 0.9307169573
1.419 0.9309777148 0.9309777148
1.421 0.9312372004 0.9312372004
1.423 0.9314954187 0.9314954187
1.425 0.9317523826 0.9317523826
1.427 0.932008099 0.932008099
1.429 0.9322625744 0.9322625744
1.431 0.9325158191 0.9325158191
1.433 0.9327678335 0.9327678335
1.435 0.9330186314 0.9330186314
1.437 0.9332682143 0.9332682143
1.439 0.9335165918 0.9335165918
1.441 0.9337637757 0.9337637757
1.443 0.9340097639 0.9340097639
1.445 0.93425457 0.93425457
1.447 0.9344981971 0.9344981971
1.449 0.9347406563 0.9347406563
1.451 0.934981955 0.934981955
1.453 0.9352220912 0.9352220912
1.455 0.9354610783 0.9354610783
1.457 0.9356989204 0.9356989204
1.459 0.9359356255 0.9359356255
1.461 0.9361712065 0.9361712065
1.463 0.9364056595 0.9364056595
1.465 0.9366389959 0.9366389959
1.467 0.9368712236 0.9368712236
1.469 0.9371023411 0.9371023411
1.471 0.9373323634 0.9373323634
1.473 0.9375612957 0.9375612957
1.475 0.9377891422 0.9377891422
1.477 0.9380159093 0.9380159093
1.479 0.9382416032 0.9382416032
1.481 0.938466232 0.938466232
1.483 0.9386897975 0.9386897975
1.485 0.9389123084 0.9389123084
1.487 0.9391337694 0.9391337694
1.489 0.9393541896 0.9393541896
1.491 0.9395735781 0.9395735781
1.493 0.9397919308 0.9397919308
1.495 0.940009257 0.940009257
1.497 0.9402255662 0.9402255662
1.499 0.9404408597 0.9404408597
1.501 0.9406551487 0.9406551487
1.503 0.9408684359 0.9408684359
1.505 0.9410807252 0.9410807252
1.507 0.9412920258 0.9412920258
1.509 0.9415023422 0.9415023422
1.511 0.9417116781 0.9417116781
1.513 0.9419200385 0.9419200385
1.515 0.9421274317 0.9421274317
1.517 0.9423338608 0.9423338608
1.519 0.9425393355 0.9425393355
1.521 0.9427438616 0.9427438616
1.523 0.9429474357 0.9429474357
1.525 0.9431500681 0.9431500681
1.527 0.9433517646 0.9433517646
1.529 0.9435525312 0.9435525312
1.531 0.9437523764 0.9437523764
1.533 0.943951297 0.943951297
1.535 0.944149302 0.944149302
1.537 0.9443463975 0.9443463975
1.539 0.9445425885 0.9445425885
1.541 0.9447378814 0.9447378814
1.543 0.944932277 0.944932277
1.545 0.9451257844 0.9451257844
1.547 0.9453184046 0.9453184046
1.549 0.9455101428 0.9455101428
1.551 0.9457010118 0.9457010118
1.553 0.9458910081 0.9458910081
1.555 0.9460801383 0.9460801383
1.557 0.9462684082 0.9462684082
1.559 0.9464558211 0.9464558211
1.561 0.9466423855 0.9466423855
1.563 0.9468281021 0.9468281021
1.565 0.947012975 0.947012975
1.567 0.9470318221 0.9470318221
1.569 0.9470502931 0.9470502931
1.571 0.9472335383 0.9472335383
1.573 0.9474159575 0.9474159575
1.575 0.9475975558 0.9475975558
1.577 0.9477783356 0.9477783356
1.579 0.9479583033 0.9479583033
1.581 0.9481374646 0.9481374646
1.583 0.9483158199 0.9483158199
1.585 0.9484933766 0.9484933766
1.587 0.9486701393 0.9486701393
1.589 0.9488461109 0.9488461109
1.591 0.9490212978 0.9490212978
1.593 0.9491957005 0.9491957005
1.595 0.9493693259 0.9493693259
1.597 0.9495421791 0.9495421791
1.599 0.949714262 0.949714262
1.601 0.9498855813 0.9498855813
1.603 0.9500561385 0.9500561385
1.605 0.9502259382 0.9502259382
1.607 0.9503949838 0.9503949838
1.609 0.9505632823 0.9505632823
1.611 0.9507308382 0.9507308382
1.613 0.9508976501 0.9508976501
1.615 0.9510637271 0.9510637271
1.617 0.9512290716 0.9512290716
1.619 0.9513936863 0.9513936863
1.621 0.9515575789 0.9515575789
1.623 0.9517207478 0.9517207478
1.625 0.9518831993 0.9518831993
1.627 0.9520449402 0.9520449402
1.629 0.9522059703 0.9522059703
1.631 0.952366296 0.952366296
1.633 0.9525259183 0.9525259183
1.635 0.9526848421 0.9526848421
1.637 0.9528430724 0.9528430724
1.639 0.9530006102 0.9530006102
1.641 0.9531574629 0.9531574629
1.643 0.9533136331 0.9533136331
1.645 0.9534691226 0.9534691226
1.647 0.953623935 0.953623935
1.649 0.9537780784 0.9537780784
1.651 0.9539315529 0.9539315529
1.653 0.9540843584 0.9540843584
1.655 0.9542365026 0.9542365026
1.657 0.9543879898 0.9543879898
1.659 0.9545388225 0.9545388225
1.661 0.9546890026 0.9546890026
1.663 0.9548385345 0.9548385345
1.665 0.9549874241 0.9549874241
1.667 0.9551356712 0.9551356712
1.669 0.9552832788 0.9552832788
1.671 0.9554302541 0.9554302541
1.673 0.9555765972 0.9555765972
1.675 0.9557223133 0.9557223133
1.677 0.9558674055 0.9558674055
1.679 0.9560118744 0.9560118744
1.681 0.9561557272 0.9561557272
1.683 0.9562989646 0.9562989646
1.685 0.9564415899 0.9564415899
1.687 0.956583609 0.956583609
1.689 0.9567250212 0.9567250212
1.691 0.9568658327 0.9568658327
1.693 0.9570060452 0.9570060452
1.695 0.9571456586 0.9571456586
1.697 0.9572846837 0.9572846837
1.699 0.9574231185 0.9574231185
1.701 0.9575609645 0.9575609645
1.703 0.9576982276 0.9576982276
1.705 0.9578349102 0.9578349102
1.707 0.9579710178 0.9579710178
1.709 0.9581065488 0.9581065488
1.711 0.9582415074 0.9582415074
1.713 0.9583758978 0.9583758978
1.715 0.9585097236 0.9585097236
1.717 0.9586429875 0.9586429875
1.719 0.9587756907 0.9587756907
1.721 0.9589078367 0.9589078367
1.723 0.9590394267 0.9590394267
1.725 0.9591704675 0.9591704675
1.727 0.9593009627 0.9593009627
1.729 0.95943091 0.95943091
1.731 0.9595603123 0.9595603123
1.733 0.9596891753 0.9596891753
1.735 0.9598175017 0.9598175017
1.737 0.9599452961 0.9599452961
1.739 0.9600725567 0.9600725567
1.741 0.9601992852 0.9601992852
1.743 0.9603254899 0.9603254899
1.745 0.9604511718 0.9604511718
1.747 0.960576334 0.960576334
1.749 0.9607009764 0.9607009764
1.751 0.9608251015 0.9608251015
1.753 0.9609487137 0.9609487137
1.755 0.9610718158 0.9610718158
1.757 0.9611944123 0.9611944123
1.759 0.9613165 0.9613165
1.761 0.9614380859 0.9614380859
1.763 0.9615591727 0.9615591727
1.765 0.9616797592 0.9616797592
1.767 0.961799853 0.961799853
1.769 0.9619194527 0.9619194527
1.771 0.9620385618 0.9620385618
1.773 0.9621571836 0.9621571836
1.775 0.9622753183 0.9622753183
1.777 0.9623929723 0.9623929723
1.779 0.962510146 0.962510146
1.781 0.9626268404 0.9626268404
1.783 0.9627430591 0.9627430591
1.785 0.9628588041 0.9628588041
1.787 0.9629740806 0.9629740806
1.789 0.9630888864 0.9630888864
1.791 0.9632032254 0.9632032254
1.793 0.9633171014 0.9633171014
1.795 0.9634305149 0.9634305149
1.797 0.9635434699 0.9635434699
1.799 0.9636559666 0.9636559666
1.801 0.9637680089 0.9637680089
1.803 0.9638795987 0.9638795987
1.805 0.9639907387 0.9639907387
1.807 0.9641014309 0.9641014309
1.809 0.9642116756 0.9642116756
1.811 0.9643214775 0.9643214775
1.813 0.9644308369 0.9644308369
1.815 0.9645397579 0.9645397579
1.817 0.9646482437 0.9646482437
1.819 0.9647562927 0.9647562927
1.821 0.9648639085 0.9648639085
1.823 0.9649710939 0.9649710939
1.825 0.96507785 0.96507785
1.827 0.9651841801 0.9651841801
1.829 0.9652900864 0.9652900864
1.831 0.9653955706 0.9653955706
1.833 0.9655006338 0.9655006338
1.835 0.9656052788 0.9656052788
1.837 0.965709508 0.965709508
1.839 0.9658133219 0.9658133219
1.841 0.9659167246 0.9659167246
1.843 0.966019717 0.966019717
1.845 0.9649104682 0.9649104682
1.847 0.9638065122 0.9638065122
1.849 0.9639136573 0.9639136573
1.851 0.9640203877 0.9640203877
1.853 0.9641267069 0.9641267069
1.855 0.9642326124 0.9642326124
