energy_kev phabs_nh0.101_model_model phabs_nh0.101_model_y
13.792475 0.9995325804 0.9995325804
13.888175 0.9995419979 0.9995419979
13.98454 0.9995512366 0.9995512366
14.081575 0.9995602965 0.9995602965
14.17928 0.9995691776 0.9995691776
14.277665 0.9995778799 0.9995778799
14.376735 0.999586463 0.999586463
14.47649 0.9995948672 0.9995948672
14.576935 0.9996030927 0.9996030927
14.67808 0.9996111393 0.9996111393
14.77993 0.9996190667 0.9996190667
14.88248 0.9996268153 0.9996268153
14.98574 0.9996343851 0.9996343851
15.08972 0.9996418953 0.9996418953
15.194425 0.9996491671 0.9996491671
15.299855 0.9996563792 0.9996563792
15.406015 0.9996634126 0.9996634126
15.51291 0.9996702671 0.9996702671
15.620545 0.999677062 0.999677062
15.72893 0.9996836782 0.9996836782
15.83807 0.9996901751 0.9996901751
15.947965 0.9996965528 0.9996965528
16.05862 0.9997028112 0.9997028112
16.170045 0.9997089505 0.9997089505
16.282245 0.999714911 0.999714911
16.395225 0.9997208118 0.9997208118
16.508985 0.9997265935 0.9997265935
16.623535 0.9997322559 0.9997322559
16.73888 0.9997377992 0.9997377992
16.855025 0.9997432232 0.9997432232
16.971975 0.9997485876 0.9997485876
17.089735 0.9997537732 0.9997537732
17.208315 0.9997588992 0.9997588992
17.327715 0.999763906 0.999763906
17.447945 0.9997688532 0.9997688532
17.56901 0.9997736812 0.9997736812
17.690915 0.9997783899 0.9997783899
17.81367 0.9997830391 0.9997830391
17.937275 0.999787569 0.999787569
18.061735 0.9997920394 0.9997920394
18.187055 0.9997963905 0.9997963905
18.313245 0.9998006225 0.9998006225
18.440315 0.9998048544 0.9998048544
18.568265 0.9998089075 0.9998089075
18.697105 0.9998129606 0.9998129606
18.82684 0.9998168945 0.9998168945
18.95747 0.9998207688 0.9998207688
19.08901 0.9998245239 0.9998245239
19.221465 0.9998282194 0.9998282194
19.354835 0.9998318553 0.9998318553
19.48913 0.9998354316 0.9998354316
19.624355 0.9998388886 0.9998388886
19.76052 0.9998422861 0.9998422861
19.89763 0.9998456836 0.9998456836
20.03569 0.9998489618 0.9998489618
20.174715 0.9998521209 0.9998521209
20.3147 0.9998552799 0.9998552799
20.455655 0.9998583794 0.9998583794
20.59759 0.9998613596 0.9998613596
20.74051 0.9998643398 0.9998643398
20.88442 0.9998672605 0.9998672605
21.029325 0.9998700619 0.9998700619
21.17524 0.9998728633 0.9998728633
21.32217 0.9998755455 0.9998755455
21.47012 0.9998782277 0.9998782277
21.619095 0.9998808503 0.9998808503
21.7691 0.9998834133 0.9998834133
21.920145 0.9998859167 0.9998859167
22.07224 0.9998883605 0.9998883605
22.22539 0.9998907447 0.9998907447
22.379605 0.9998930693 0.9998930693
22.53489 0.9998953938 0.9998953938
22.69125 0.9998976588 0.9998976588
22.848695 0.9998998642 0.9998998642
23.007235 0.99990201 0.99990201
23.166875 0.9999041557 0.9999041557
23.32762 0.9999061823 0.9999061823
23.48948 0.9999082088 0.9999082088
23.652465 0.9999102354 0.9999102354
23.816585 0.9999121428 0.9999121428
23.98184 0.9999140501 0.9999140501
24.14824 0.9999159575 0.9999159575
24.315795 0.9999177456 0.9999177456
24.48451 0.9999195337 0.9999195337
24.6544 0.9999213219 0.9999213219
24.82547 0.9999229908 0.9999229908
24.997725 0.9999246597 0.9999246597
25.171175 0.9999263287 0.9999263287
25.34583 0.999927938 0.999927938
25.521695 0.9999294877 0.9999294877
25.69878 0.9999310374 0.9999310374
25.877095 0.9999325275 0.9999325275
26.056645 0.9999340177 0.9999340177
26.23744 0.9999354482 0.9999354482
26.419495 0.9999368787 0.9999368787
26.60281 0.9999382496 0.9999382496
26.787395 0.9999396205 0.9999396205
26.973265 0.9999409318 0.9999409318
27.160425 0.9999422431 0.9999422431
27.34888 0.9999434948 0.9999434948
27.53864 0.9999447465 0.9999447465
27.72972 0.9999459386 0.9999459386
27.92213 0.9999471307 0.9999471307
28.115875 0.9999483228 0.9999483228
28.31096 0.9999494553 0.9999494553
28.5074 0.9999505281 0.9999505281
28.7052 0.9999516606 0.9999516606
28.90437 0.9999526739 0.9999526739
29.10493 0.9999537468 0.9999537468
29.30688 0.9999547601 0.9999547601
29.510225 0.9999557734 0.9999557734
29.714985 0.999956727 0.999956727
29.92117 0.9999576807 0.9999576807
30.128785 0.9999586344 0.9999586344
30.337835 0.9999595284 0.9999595284
30.548335 0.9999604225 0.9999604225
30.7603 0.9999613166 0.9999613166
30.973735 0.9999621511 0.9999621511
31.18865 0.9999629855 0.9999629855
31.405055 0.99996382 0.99996382
31.622965 0.9999646544 0.9999646544
31.84239 0.9999654293 0.9999654293
32.06333 0.9999662042 0.9999662042
32.285805 0.9999669194 0.9999669194
32.509825 0.9999676347 0.9999676347
32.735395 0.9999683499 0.9999683499
32.962535 0.9999690652 0.9999690652
33.19125 0.9999697804 0.9999697804
33.42155 0.9999704361 0.9999704361
33.65345 0.9999710917 0.9999710917
33.88696 0.9999717474 0.9999717474
34.12209 0.9999723434 0.9999723434
34.35885 0.9999729991 0.9999729991
34.597255 0.9999735951 0.9999735951
34.837315 0.9999741912 0.9999741912
35.079035 0.9999747276 0.9999747276
35.322435 0.9999753237 0.9999753237
35.567525 0.9999758601 0.9999758601
35.814315 0.9999763966 0.9999763966
36.06282 0.999976933 0.999976933
36.313045 0.9999774098 0.9999774098
36.565005 0.9999779463 0.9999779463
36.818715 0.9999784231 0.9999784231
37.07419 0.9999789 0.9999789
37.331435 0.9999793768 0.9999793768
37.59046 0.9999798536 0.9999798536
37.851285 0.9999802709 0.9999802709
38.113925 0.9999807477 0.9999807477
38.378385 0.9999811649 0.9999811649
38.644675 0.9999815822 0.9999815822
38.912815 0.9999819994 0.9999819994
39.18282 0.999982357 0.999982357
39.454695 0.9999827743 0.9999827743
39.728455 0.9999831319 0.9999831319
40.004115 0.9999835491 0.9999835491
40.28169 0.9999839067 0.9999839067
40.56119 0.9999842644 0.9999842644
40.84263 0.999984622 0.999984622
41.126025 0.99998492 0.99998492
41.41138 0.9999852777 0.9999852777
41.69872 0.9999855757 0.9999855757
41.988055 0.9999859333 0.9999859333
42.27939 0.9999862313 0.9999862313
42.57275 0.9999865294 0.9999865294
42.86815 0.9999868274 0.9999868274
43.165595 0.9999871254 0.9999871254
43.465105 0.9999874234 0.9999874234
43.766695 0.9999877214 0.9999877214
44.070375 0.9999879599 0.9999879599
44.376165 0.9999882579 0.9999882579
44.684075 0.9999884963 0.9999884963
44.99412 0.9999887347 0.9999887347
45.306315 0.9999889731 0.9999889731
45.62068 0.9999892116 0.9999892116
45.937225 0.99998945 0.99998945
46.255965 0.9999896884 0.9999896884
46.57692 0.9999899268 0.9999899268
46.9001 0.9999901652 0.9999901652
47.225525 0.9999904037 0.9999904037
47.553205 0.9999905825 0.9999905825
47.883155 0.9999908209 0.9999908209
48.2154 0.9999909997 0.9999909997
48.54995 0.9999911785 0.9999911785
48.88682 0.9999913573 0.9999913573
49.22603 0.9999915957 0.9999915957
49.56759 0.9999917746 0.9999917746
49.91152 0.9999919534 0.9999919534
50.257835 0.9999921322 0.9999921322
50.606555 0.999992311 0.999992311
50.9577 0.9999924302 0.9999924302
51.311275 0.999992609 0.999992609
51.667305 0.9999927878 0.9999927878
52.02581 0.999992907 0.999992907
52.386795 0.9999930859 0.9999930859
52.750285 0.9999932647 0.9999932647
53.1163 0.9999933839 0.9999933839
53.484855 0.9999935031 0.9999935031
53.855965 0.9999936819 0.9999936819
54.22965 0.9999938011 0.9999938011
54.60593 0.9999939203 0.9999939203
54.98482 0.9999940395 0.9999940395
55.36634 0.9999942183 0.9999942183
55.75051 0.9999943376 0.9999943376
56.137345 0.9999944568 0.9999944568
56.52686 0.999994576 0.999994576
56.919075 0.9999946952 0.9999946952
57.314015 0.9999948144 0.9999948144
57.7117 0.999994874 0.999994874
58.11214 0.9999949932 0.9999949932
58.515355 0.9999951124 0.9999951124
58.92137 0.9999952316 0.9999952316
59.330205 0.9999952912 0.9999952912
59.74188 0.9999954104 0.9999954104
60.15641 0.9999955297 0.9999955297
60.57381 0.9999955893 0.9999955893
60.994105 0.9999957085 0.9999957085
61.41732 0.9999957681 0.9999957681
61.843475 0.9999958873 0.9999958873
62.272585 0.9999959469 0.9999959469
62.70467 0.9999960661 0.9999960661
63.139755 0.9999961257 0.9999961257
63.57786 0.9999961853 0.9999961853
64.019005 0.9999963045 0.9999963045
64.46321 0.9999963641 0.9999963641
64.910495 0.9999964237 0.9999964237
65.360885 0.9999965429 0.9999965429
65.8144 0.9999966025 0.9999966025
66.27106 0.9999966621 0.9999966621
66.73089 0.9999967217 0.9999967217
67.19391 0.9999967813 0.9999967813
67.660145 0.999996841 0.999996841
68.129615 0.9999969006 0.9999969006
68.60234 0.9999969602 0.9999969602
69.078345 0.9999970198 0.9999970198
69.557655 0.9999970794 0.9999970794
70.04029 0.999997139 0.999997139
70.526275 0.9999971986 0.9999971986
71.01563 0.9999972582 0.9999972582
71.50838 0.9999973178 0.9999973178
72.00455 0.9999973774 0.9999973774
72.504165 0.999997437 0.999997437
73.007245 0.9999974966 0.9999974966
73.513815 0.9999975562 0.9999975562
74.0239 0.9999975562 0.9999975562
74.537525 0.9999976158 0.9999976158
75.054715 0.9999976754 0.9999976754
75.57549 0.999997735 0.999997735
76.09988 0.999997735 0.999997735
76.62791 0.9999977946 0.9999977946
77.159605 0.9999978542 0.9999978542
77.694985 0.9999978542 0.9999978542
78.23408 0.9999979138 0.9999979138
78.77692 0.9999979734 0.9999979734
79.323525 0.9999979734 0.9999979734
79.87392 0.999998033 0.999998033
80.428135 0.9999980927 0.9999980927
80.986195 0.9999980927 0.9999980927
81.54813 0.9999981523 0.9999981523
82.113965 0.9999981523 0.9999981523
82.683725 0.9999982119 0.9999982119
83.257435 0.9999982715 0.9999982715
83.835125 0.9999982715 0.9999982715
84.416825 0.9999983311 0.9999983311
85.00256 0.9999983311 0.9999983311
85.592365 0.9999983907 0.9999983907
86.18626 0.9999983907 0.9999983907
86.78427 0.9999984503 0.9999984503
87.386435 0.9999984503 0.9999984503
87.99278 0.9999985099 0.9999985099
88.60333 0.9999985099 0.9999985099
89.218115 0.9999985099 0.9999985099
89.837165 0.9999985695 0.9999985695
90.460515 0.9999985695 0.9999985695
91.08819 0.9999986291 0.9999986291
91.720215 0.9999986291 0.9999986291
92.356625 0.9999986291 0.9999986291
92.997455 0.9999986887 0.9999986887
93.64273 0.9999986887 0.9999986887
94.29248 0.9999987483 0.9999987483
94.94674 0.9999987483 0.9999987483
95.60554 0.9999987483 0.9999987483
96.268915 0.9999988079 0.9999988079
96.93689 0.9999988079 0.9999988079
97.6095 0.9999988079 0.9999988079
98.286775 0.9999988675 0.9999988675
98.96875 0.9999988675 0.9999988675
99.65546 0.9999988675 0.9999988675
