energy_kev tbabs_nh0.101_model_model tbabs_nh0.101_model_y
1.92215 0.967560395 0.967560395
1.9355 0.9681733452 0.9681733452
1.94895 0.9687755962 0.9687755962
1.96245 0.9693651519 0.9693651519
1.97605 0.9699443225 0.9699443225
1.98975 0.9705133438 0.9705133438
2.00355 0.9710722367 0.9710722367
2.01745 0.9716212387 0.9716212387
2.03145 0.9721603765 0.9721603765
2.04555 0.9726898823 0.9726898823
2.05975 0.9732097873 0.9732097873
2.07405 0.9737203208 0.9737203208
2.08845 0.9742215259 0.9742215259
2.10295 0.9747136197 0.9747136197
2.1175 0.9751950373 0.9751950373
2.1322 0.9756692204 0.9756692204
2.147 0.9761346822 0.9761346822
2.1619 0.9765914765 0.9765914765
2.1769 0.9770398173 0.9770398173
2.192 0.9774797579 0.9774797579
2.20725 0.9779128826 0.9779128826
2.22255 0.9783364805 0.9783364805
2.23795 0.9787520707 0.9787520707
2.2535 0.9791611307 0.9791611307
2.26915 0.9795624036 0.9795624036
2.2849 0.9799560186 0.9799560186
2.30075 0.9803421043 0.9803421043
2.3167 0.9807207864 0.9807207864
2.33275 0.9810921934 0.9810921934
2.34895 0.9814575477 0.9814575477
2.36525 0.9818158417 0.9818158417
2.38165 0.9821671442 0.9821671442
2.3982 0.9825126542 0.9825126542
2.41485 0.9828513929 0.9828513929
2.4316 0.9831834826 0.9831834826
2.44845 0.9835090431 0.9835090431
2.46545 0.9838291105 0.9838291105
2.48255 0.9835674835 0.9835674835
2.49975 0.9833079523 0.9833079523
2.5171 0.9836264514 0.9836264514
2.53455 0.9839387502 0.9839387502
2.55215 0.984245809 0.984245809
2.5699 0.9845476987 0.9845476987
2.58775 0.9848436369 0.9848436369
2.6057 0.9851337353 0.9851337353
2.62375 0.9854181067 0.9854181067
2.64195 0.9856976065 0.9856976065
2.6603 0.9859723019 0.9859723019
2.67875 0.9862415149 0.9862415149
2.69735 0.9865060451 0.9865060451
2.71605 0.9867652869 0.9867652869
2.73485 0.98701931 0.98701931
2.75385 0.9872695326 0.9872695326
2.773 0.9875153328 0.9875153328
2.79225 0.9877561378 0.9877561378
2.8116 0.9879920483 0.9879920483
2.8311 0.9882184303 0.9882184303
2.85075 0.9884407376 0.9884407376
2.8705 0.9886637726 0.9886637726
2.8904 0.9888827778 0.9888827778
2.9105 0.9890983459 0.9890983459
2.9307 0.9893094693 0.9893094693
2.951 0.9895162139 0.9895162139
2.9715 0.9897196671 0.9897196671
2.99215 0.989919372 0.989919372
3.0129 0.9901149103 0.9901149103
3.0338 0.9903068197 0.9903068197
3.05485 0.9904951647 0.9904951647
3.07605 0.9906799868 0.9906799868
3.0974 0.9908613507 0.9908613507
3.11885 0.9910388942 0.9910388942
3.1405 0.9912134856 0.9912134856
3.1623 0.9913847857 0.9913847857
3.1842 0.9915524436 0.9915524436
3.2063 0.9916277635 0.9916277635
3.22855 0.9917011638 0.9917011638
3.25095 0.9918622156 0.9918622156
3.27355 0.9920205433 0.9920205433
3.29625 0.9921755057 0.9921755057
3.3191 0.9923274853 0.9923274853
3.34215 0.9924768714 0.9924768714
3.36535 0.9926233657 0.9926233657
3.3887 0.9927670258 0.9927670258
3.4122 0.9929078921 0.9929078921
3.4359 0.9930463053 0.9930463053
3.45975 0.9931820129 0.9931820129
3.48375 0.9933150564 0.9933150564
3.5079 0.9934454903 0.9934454903
3.53225 0.9935736099 0.9935736099
3.55675 0.9936992062 0.9936992062
3.5814 0.9938223051 0.9938223051
3.60625 0.9939432083 0.9939432083
3.6313 0.9940619297 0.9940619297
3.6565 0.9941782848 0.9941782848
3.68185 0.9942922987 0.9942922987
3.7074 0.9944042464 0.9944042464
3.73315 0.9945141443 0.9945141443
3.75905 0.9946218276 0.9946218276
3.7851 0.9947273225 0.9947273225
3.8114 0.9948310726 0.9948310726
3.83785 0.9949327096 0.9949327096
3.86445 0.9950322697 0.9950322697
3.89125 0.9951299766 0.9951299766
3.91825 0.9952258571 0.9952258571
3.94545 0.9953199379 0.9953199379
3.97285 0.9954122451 0.9954122451
4.0004 0.9955026455 0.9955026455
4.02815 0.9955913298 0.9955913298
4.0561 0.9956315038 0.9956315038
4.08425 0.9956707865 0.9956707865
4.1126 0.9957560293 0.9957560293
4.14115 0.9958396384 0.9958396384
4.1699 0.9959216467 0.9959216467
4.1988 0.996001937 0.996001937
4.22795 0.9960808138 0.9960808138
4.2573 0.9961581663 0.9961581663
4.2868 0.9962338877 0.9962338877
4.31655 0.9963082606 0.9963082606
4.3465 0.9963811843 0.9963811843
4.37665 0.996452677 0.996452677
4.40705 0.9965228823 0.9965228823
4.43765 0.9965917035 0.9965917035
4.46845 0.9966591643 0.9966591643
4.49945 0.9967252886 0.9967252886
4.53065 0.9967901005 0.9967901005
4.56205 0.9968536234 0.9968536234
4.5937 0.9969159772 0.9969159772
4.6256 0.996977179 0.996977179
4.6577 0.9970371506 0.9970371506
4.69 0.9970959159 0.9970959159
4.72255 0.997153583 0.997153583
4.75535 0.9972101694 0.9972101694
4.78835 0.9972656071 0.9972656071
4.82155 0.9973199179 0.9973199179
4.855 0.9973732007 0.9973732007
4.8887 0.9974254728 0.9974254728
4.9226 0.9974766743 0.9974766743
4.95675 0.9975268971 0.9975268971
4.99115 0.9975761584 0.9975761584
5.0258 0.9976244715 0.9976244715
5.0607 0.997671853 0.997671853
5.0958 0.9977182511 0.9977182511
5.13115 0.9977637488 0.9977637488
5.16675 0.9978083628 0.9978083628
5.2026 0.9978521053 0.9978521053
5.2387 0.9978949924 0.9978949924
5.27505 0.997937037 0.997937037
5.31165 0.997978255 0.997978255
5.3485 0.9980186589 0.9980186589
5.3856 0.9980582639 0.9980582639
5.42295 0.9980970826 0.9980970826
5.4606 0.9981351792 0.9981351792
5.4985 0.9981725156 0.9981725156
5.53665 0.9982091041 0.9982091041
5.57505 0.9982449594 0.9982449594
5.6137 0.9982800936 0.9982800936
5.65265 0.998314564 0.998314564
5.6919 0.9983483799 0.9983483799
5.7314 0.9983815104 0.9983815104
5.77115 0.998413967 0.998413967
5.8112 0.9984458021 0.9984458021
5.85155 0.9984770252 0.9984770252
5.89215 0.9985076092 0.9985076092
5.933 0.9985375651 0.9985375651
5.97415 0.9985669409 0.9985669409
6.0156 0.9985894174 0.9985894174
6.05735 0.9986114378 0.9986114378
6.0994 0.9986393384 0.9986393384
6.14175 0.9986666921 0.9986666921
6.18435 0.9986934774 0.9986934774
6.22725 0.9987197346 0.9987197346
6.27045 0.9987454743 0.9987454743
6.31395 0.9987707038 0.9987707038
6.3578 0.9987954606 0.9987954606
6.4019 0.9988196972 0.9988196972
6.4463 0.9988434494 0.9988434494
6.49105 0.9988667525 0.9988667525
6.5361 0.9988895875 0.9988895875
6.58145 0.998911963 0.998911963
6.6271 0.998933887 0.998933887
6.6731 0.9989553907 0.9989553907
6.7194 0.9989764586 0.9989764586
6.766 0.9989970977 0.9989970977
6.81295 0.9990173382 0.9990173382
6.86025 0.9990371856 0.9990371856
6.90785 0.9990566269 0.9990566269
6.95575 0.9990756684 0.9990756684
7.004 0.9990943379 0.9990943379
7.0526 0.9991126408 0.9991126408
7.10155 0.9986741222 0.9986741222
7.15085 0.9982435129 0.9982435129
7.20045 0.9982764436 0.9982764436
7.2504 0.9983087778 0.9983087778
7.30075 0.9983405576 0.9983405576
7.3514 0.9983717276 0.9983717276
7.4024 0.998402328 0.998402328
7.45375 0.9984323681 0.9984323681
7.50545 0.9984618559 0.9984618559
7.55755 0.9984908278 0.9984908278
7.61 0.9985192636 0.9985192636
7.6628 0.998547171 0.998547171
7.71595 0.9985732664 0.9985732664
7.7695 0.9985988976 0.9985988976
7.82345 0.998625365 0.998625365
7.8777 0.9986513111 0.9986513111
7.93235 0.9986767913 0.9986767913
7.9874 0.9987018134 0.9987018134
8.0428 0.9987263611 0.9987263611
8.0986 0.9987504639 0.9987504639
8.1548 0.9987741282 0.9987741282
8.2114 0.9987973605 0.9987973605
8.2684 0.9988201671 0.9988201671
8.32575 0.998826427 0.998826427
8.3835 0.9988325571 0.9988325571
8.4417 0.9988546868 0.9988546868
8.50025 0.9988763884 0.9988763884
8.5592 0.9988976872 0.9988976872
8.6186 0.9989186077 0.9989186077
8.6784 0.9989391375 0.9989391375
8.73865 0.998959299 0.998959299
